time,cwnd,ssthresh
2.110000,7.142857,4
2.110000,7.282857,4
2.110000,7.420166,4
2.110000,7.554934,4
2.110000,7.687297,4
2.111000,7.817382,4
2.111000,7.945302,4
2.111000,8.071162,4
2.111000,8.195060,4
2.111000,8.317084,4
2.111000,8.437319,4
2.111000,8.555840,4
2.111000,8.672719,4
2.111000,8.672719,4
2.111000,8.672719,4
2.111000,7.000000,4
2.111000,7.000000,4
2.111000,7.000000,4
2.111000,7.000000,4
2.112000,7.142857,4
2.112000,7.142857,4
2.112000,7.142857,4
2.112000,6.000000,3
2.112000,6.000000,3
2.112000,6.000000,3
2.112000,6.166667,3
2.112000,6.166667,3
2.112000,6.166667,3
2.112000,6.000000,3
2.112000,6.000000,3
2.112000,6.000000,3
2.113000,6.166667,3
2.113000,6.328829,3
2.113000,6.486836,3
2.113000,6.640995,3
2.113000,6.791574,3
2.113000,6.938816,3
2.113000,7.082932,3
2.113000,7.224117,3
2.114000,7.362542,3
2.114000,7.498365,3
2.114000,7.631727,3
2.114000,7.762759,3
2.114000,7.891579,3
2.114000,8.018296,3
2.114000,8.143011,3
2.114000,8.265816,3
2.114000,8.386796,3
2.114000,8.506031,3
2.115000,8.623594,3
2.115000,8.739555,3
2.115000,8.739555,3
2.115000,8.739555,3
2.115000,7.000000,4
2.115000,7.000000,4
2.115000,7.000000,4
2.115000,7.000000,4
2.115000,7.000000,4
2.115000,7.142857,4
2.116000,7.282857,4
2.116000,7.420166,4
2.116000,7.554934,4
2.116000,7.687297,4
2.116000,7.817382,4
2.116000,7.945302,4
2.116000,8.071162,4
2.116000,8.195060,4
2.116000,8.317084,4
2.116000,8.437319,4
2.116000,8.555840,4
2.117000,8.672719,4
2.117000,8.788023,4
2.117000,8.901814,4
2.117000,9.014152,4
2.117000,9.125089,4
2.117000,9.234676,4
2.117000,9.342964,4
2.117000,9.449997,4
2.117000,9.555817,4
2.117000,9.660465,4
2.117000,9.763980,4
2.117000,9.866397,4
2.117000,9.967752,4
2.118000,10.068075,4
2.118000,10.167399,4
2.118000,10.265753,4
2.118000,10.363164,4
2.118000,10.459660,4
2.118000,10.555265,4
2.118000,10.650005,4
2.118000,10.743902,4
2.118000,10.836978,4
2.118000,10.929255,4
2.118000,11.020752,4
2.118000,11.111490,4
2.118000,11.201488,4
2.118000,11.290761,4
2.118000,11.379329,4
2.119000,11.467207,4
2.119000,11.554412,4
2.119000,11.640959,4
2.119000,11.726862,4
2.119000,11.812137,4
2.119000,11.896795,4
2.119000,11.980851,4
2.119000,12.064318,4
2.119000,12.147206,4
2.119000,12.229529,4
2.120000,12.311298,4
2.120000,12.311298,4
2.120000,12.311298,4
2.120000,9.000000,6
2.120000,9.000000,6
2.120000,9.000000,6
2.120000,9.000000,6
2.120000,9.000000,6
2.121000,9.000000,6
2.121000,9.000000,6
2.121000,9.111111,6
2.121000,9.220867,6
2.121000,9.329317,6
2.121000,9.436506,6
2.121000,9.542478,6
2.121000,9.647272,6
2.121000,9.750928,6
2.121000,9.853482,6
2.121000,9.954969,6
2.121000,10.055422,6
2.121000,10.154871,6
2.122000,10.253345,6
2.122000,10.350875,6
2.122000,10.447485,6
2.122000,10.543201,6
2.122000,10.638049,6
2.122000,10.732051,6
2.122000,10.732051,6
2.122000,10.732051,6
2.122000,8.000000,5
2.122000,8.000000,5
2.122000,8.000000,5
2.122000,8.000000,5
2.123000,8.000000,5
2.123000,8.000000,5
2.123000,8.000000,5
2.123000,8.125000,5
2.123000,8.248077,5
2.123000,8.369318,5
2.123000,8.488802,5
2.123000,8.606605,5
2.123000,8.722795,5
2.123000,8.837437,5
2.123000,8.950592,5
2.123000,9.062317,5
2.124000,9.062317,5
2.124000,9.062317,5
2.124000,7.000000,4
2.124000,7.000000,4
2.124000,7.000000,4
2.124000,7.000000,4
2.124000,7.000000,4
2.124000,7.000000,4
2.124000,7.142857,4
2.124000,7.282857,4
2.124000,7.420166,4
2.124000,7.554934,4
2.124000,7.687297,4
2.125000,7.817382,4
2.125000,7.945302,4
2.125000,8.071162,4
2.125000,8.195060,4
2.125000,8.317084,4
2.125000,8.437319,4
2.125000,8.555840,4
2.125000,8.672719,4
2.125000,8.788023,4
2.125000,8.901814,4
2.125000,9.014152,4
2.125000,9.125089,4
2.125000,9.234676,4
2.126000,9.342964,4
2.126000,9.449997,4
2.126000,9.555817,4
2.126000,9.660465,4
2.126000,9.763980,4
2.126000,9.866397,4
2.126000,9.967752,4
2.126000,10.068075,4
2.127000,10.167399,4
2.127000,10.265753,4
2.127000,10.363164,4
2.127000,10.459660,4
2.127000,10.555265,4
2.127000,10.650005,4
2.127000,10.743902,4
2.127000,10.743902,4
2.128000,10.743902,4
2.128000,8.000000,5
2.128000,8.000000,5
2.128000,8.000000,5
2.128000,8.000000,5
2.128000,8.000000,5
2.128000,8.000000,5
2.128000,8.125000,5
2.128000,8.248077,5
2.129000,8.369318,5
2.129000,8.488802,5
2.129000,8.606605,5
2.129000,8.722795,5
2.129000,8.837437,5
2.129000,8.950592,5
2.129000,9.062317,5
2.129000,9.172664,5
2.129000,9.281683,5
